ResponseID,ResponseSet,Name,ExternalDataReference,Country,Status,StartDate,EndDate,Finished,Eff,Consent,Instruct1,ArticleIns,ArtInstruc,Neutral,HighEff,LowEff,ReadTime_1,ReadTime_2,ReadTime_3,ReadTime_4,MCIntro,Scary,Disgusting,Severe,Threaten,Effective,GWInstruct,GW01Trend,GW02HumDri,GW03Smoke,GW05Percen,GW06Solar,GW07Little,GW08Direct,GW09Threat,IntentionI,In01Bulbs,In02Winter,In03Summer,In04Washin,In05Dryer,In06Recycl,In07Paper,In08Water,In09Bags,In10Drive,In11Vote,In12Write,MoralIntro,M01Suffer,M02Rights,M03Proud,M04Guilty,M05Virtuou,M06Negativ,M07Positiv,M08Punish,M09Reward,M10Wrong,M11Right,PolicyIntr,Policies_Plastic,Policies_Reuse,Policies_Cup,Policies_Commute,Policies_Hybrid,Policies_MPG,Policies_Carpool,Disposable,Reusable,Drinks,Commuter,Hybrid,MPG,Carpool,DemoInstru,Gender,age,LibCon,Suspicion,Purpose,Thoughts,BebriefInt,Debriefing,GW06Solar_r,GW07Little_r,negEmoAvg,beliefAvg,intentionAvg,moralAvg,policyCount,filter_$,MatchSequence,ZintentionAvg,ZmoralAvg
R_a5HPo5IsyprinHf,Live,Anonymous,,United States,0,6/16/15 10:16,6/16/15 10:24,1,0.5,4,1,1,1,1,1,,0,0,62.88,0,1,6,7,6,5,5,1,6,6,7,5,4,1,6,7,1,7,3,4,6,5,7,7,7,7,4,7,1,1,7,7,7,7,6,6,6,6,7,5,7,1,1,1,1,2,1,1,2,1,2,2,,6,6,,1,2,24,3,1,To see how demographics relate to peoples views on global climate change.,None,1,1,4,7,6,6,5.416666667,6.454545455,5,1,0,0.608631738,1.429767005
R_5tlX2iJd9WEBHQV,Live,Anonymous,,United States,0,6/16/15 10:04,6/16/15 10:21,1,0.5,4,1,1,1,1,1,,0,0,88.245,0,1,3,4,2,2,3,1,2,3,4,2,4,6,4,2,1,4,2,1,4,1,4,4,1,2,1,4,1,1,4,4,2,5,1,2,2,3,4,2,4,1,2,1,1,2,1,2,1,,1,5,,10,,2,1,2,36,4,1,If people believe what other people think.,No. Have a great day.,1,1,4,2,2.75,2.875,2.416666667,3,4,1,0,-1.831888521,-1.208137198
R_9Ho6fBmdxVIzcbP,Live,Anonymous,,United States,0,6/16/15 9:54,6/16/15 10:01,1,-0.5,4,1,1,1,1,,1,0,0,67.539,0,1,7,6,6,5,4,1,7,5,5,3,4,2,7,6,1,6,2,7,7,2,7,6,7,5,6,6,1,1,7,6,5,6,2,6,3,3,6,7,7,1,2,1,1,2,1,1,1,,2,1,,10,5,4,1,2,42,1,1,How much influence reading the article at the beginning of the article had on a person's answers.,No,1,1,4,6,6,5.375,5.166666667,5.272727273,5,1,0,0.405255049,0.527326094
R_d6kG6qdXRVAE1b7,Live,Anonymous,,United States,0,6/22/15 9:58,6/22/15 10:11,1,0.5,4,1,1,1,1,1,,0,0,96.615,0,1,4,4,3,3,3,1,5,5,5,5,4,3,4,5,1,5,2,2,5,5,5,2,5,5,2,5,5,1,2,2,3,4,4,6,2,2,5,5,4,1,1,1,1,1,1,1,1,4,4,2,4,3,5,5,1,2,28,4,1,"\I'm thinking the purpose of this survey is to determine how people feel about global warming and if they feel they have any impact what so ever to change it. This test also reflects the individual views about what people are willing to pay to fix and incorporate a \""\""green\""\"" mindset into their lifestyle. \""""",no,1,1,4,5,3.5,4.75,4,3.545454545,7,1,0,-0.543836162,-0.791626008
R_9Y9xi6pWpNkjPQF,Live,Anonymous,,United States,0,6/16/15 10:48,6/16/15 11:22,1,0.5,4,1,1,1,1,1,,0,0,46.957,0,1,7,7,7,4,5,1,7,6,5,5,6,1,7,7,1,7,7,5,7,6,7,4,6,5,5,5,7,1,7,7,7,6,4,6,5,5,4,7,7,1,2,1,1,2,1,2,1,,5,1,,10,,8,1,2,25,5,1,To see our views on global warming and see what changes we are willing to do to battle it, ,1,1,2,7,6.25,5.75,5.916666667,5.909090909,4,1,0,1.015385114,1.013255815
R_e4iddsIsF8XGztz,Live,Anonymous,,United States,0,6/22/15 9:50,6/22/15 9:59,1,0.5,4,1,1,1,1,1,,0,0,62.228,0,1,7,7,7,7,5,1,7,7,7,7,1,1,7,7,1,7,7,7,7,4,7,7,5,7,5,7,1,1,7,7,7,7,6,3,5,3,7,3,7,1,1,1,1,2,1,2,1,1,1,5,,10,,8,1,1,34,1,1,I am not sure., ,1,1,7,7,7,7,5.916666667,5.636363636,5,1,0,1.015385114,0.80500022
R_86Qr3c5KTUApOOV,Live,Anonymous,,United States,0,6/22/15 8:56,6/22/15 9:16,1,-0.5,4,1,1,1,1,,1,0,0,146.294,0,1,7,6,6,7,1,1,7,7,6,7,4,1,7,7,1,7,1,1,7,6,1,5,7,1,1,1,1,1,6,2,6,6,6,5,4,5,7,2,6,1,2,1,1,2,1,2,2,,5,5,,10,,,1,2,42,5,1,"\To determine if people will be influenced by a monetary incentive to recycle and be more conscientious""", and to get an idea of where people are morally on the use and waste of energy. To see if people even believe that global warming is real after being told for so long it isn't. To perhaps give people ideas on how they can save energy," and see if they're aware of how much energy they waste.\""	I would like to know if the article I read was true and what the source is. I caught myself wondering if I was going to be told it wasn't a real article at the end of the survey.""",4,7,6.5,6.5,3.25,5,3,1,0,-1.153966227,0.319070499,
R_1HQIm9qXrVKE0zr,Live,Anonymous,,United States,0,6/22/15 9:37,6/22/15 9:50,1,-0.5,4,1,1,1,1,,1,0,0,76.082,0,1,2,6,3,5,1,1,4,5,5,5,4,5,5,5,1,7,2,2,2,1,3,6,6,5,2,5,2,1,5,4,3,5,3,5,3,3,3,3,3,1,1,1,1,2,1,1,1,5,10,10,,10,1,2,1,2,36,4,1,I think the purpose of the study is to check people's perception and opinions about global warming.,No.,1,1,4,3,4,4.5,3.583333333,3.636363636,6,1,0,-0.882797309,-0.722207476
R_3P0ydv5tsOleowl,Live,Anonymous,,United States,0,6/22/15 8:56,6/22/15 9:07,1,-0.5,4,1,1,1,1,,1,0,0,117.487,0,1,5,6,6,5,4,1,5,5,5,4,3,4,3,5,1,7,4,2,7,2,7,7,7,2,2,7,2,1,5,5,7,4,1,5,1,5,7,1,5,1,2,1,1,2,1,2,1,,5,5,,5,,10,1,2,33,6,1,To determine how people relate morality to environmental issues and how seriously they take environmental issues.,none,1,1,5,4,5.5,4.5,4.666666667,4.181818182,4,1,0,-0.001498327,-0.305696286
R_bOBkVDCE00jAR1P,Live,Anonymous,,United States,0,6/16/15 10:02,6/16/15 10:09,1,0.5,4,1,1,1,1,1,,0,0,47.686,0,1,1,1,1,1,2,1,1,1,1,1,7,7,1,1,1,6,1,3,7,2,7,5,7,4,4,2,4,1,2,1,2,7,3,2,1,5,6,5,5,1,2,1,1,2,2,2,2,,1,1,,,,,1,2,37,4,1,"\it is to see how one can be influenced by a propaganda piece that has no basis in facts"""," especially when the data shows that the country is on a cooling trend over the past decade.  most of the motivation to push climate change is by the governments desire to raise taxes and have more control over all people.\""	no thanks""",1,1,1,1,1,4.333333333,3.545454545,2,1,0,-0.272667245,-0.791626008,
R_6G82qFlewZwC6cB,Live,Anonymous,,United States,0,6/22/15 8:53,6/22/15 9:04,1,-0.5,4,1,1,1,1,,1,0,0,134.966,0,1,6,6,5,5,6,1,6,5,4,5,5,3,6,5,1,6,4,5,6,4,7,5,5,5,6,6,4,1,6,6,6,6,6,7,6,6,6,6,6,1,1,1,1,2,1,2,2,1,1,1,,5,,,1,1,65,3,1,environmental responsibility,n/a,1,1,3,5,5.5,4.875,5.25,6.090909091,4,1,0,0.473047279,1.152092878
R_8xlPbJ670oMvbHT,Live,Anonymous,,United States,0,6/22/15 9:31,6/22/15 9:38,1,-0.5,4,1,1,1,1,,1,22.376,22.376,50.805,1,1,1,1,5,2,5,1,6,2,5,2,7,4,3,5,1,5,2,1,7,2,7,3,5,5,3,3,2,1,5,3,3,5,3,2,3,3,4,3,4,1,1,1,1,2,2,2,1,1,1,1,,,,1,1,1,29,6,1,Peoples thoughts on global warming and their impact they have on it.,none,1,1,1,4,2.25,3.5,3.75,3.454545455,4,1,0,-0.74721285,-0.861044539
R_6nyQMFqgYjpqZkF,Live,Anonymous,,United States,0,6/16/15 10:23,6/16/15 10:31,1,-0.5,4,1,1,1,1,,1,0,0,79.592,0,1,5,5,6,5,2,1,5,2,4,5,6,6,5,4,1,4,4,2,5,2,3,5,1,1,4,3,1,1,5,6,5,6,3,4,4,4,5,4,5,1,2,1,1,2,1,2,2,,1,1,,5,,,1,1,49,4,1,to see how we feel about climate change,na,1,1,2,2,5.25,3.625,2.916666667,4.636363636,3,1,0,-1.425135144,0.041396372
R_3zaUBZbLMNT2y4l,Live,Anonymous,,United States,0,6/16/15 10:15,6/16/15 10:27,1,-0.5,4,1,1,1,1,,1,0,0,206.273,0,1,5,5,7,4,5,1,7,7,7,7,2,1,7,5,1,7,3,4,6,2,1,4,2,4,5,4,3,1,6,5,6,2,1,1,5,3,6,1,2,1,2,1,1,2,1,2,1,,5,3,,10,,8,1,1,37,1,1,Judging how certain factors can influence our opinions on global warming/climate change.,No.,1,1,6,7,5.25,6.625,3.75,3.454545455,4,1,0,-0.74721285,-0.861044539
R_eb3Ynzkkzjf9cWh,Live,Anonymous,,United States,0,6/22/15 8:57,6/22/15 9:12,1,-0.5,4,1,1,1,1,,1,2.384,94.47,130.617,2,1,3,5,2,3,5,1,2,2,2,2,3,5,2,3,1,5,5,7,5,1,7,4,6,3,4,3,2,1,5,5,4,7,1,4,6,6,6,5,5,1,2,1,2,2,1,2,2,,1,,,5,,,1,1,37,4,1,Study people's answers about recycling and their personal impact on helping the environment.,none,1,1,5,3,3.25,2.625,4.333333333,4.909090909,2,1,0,-0.272667245,0.249651967
R_9zOhI1Yhwtp5dIN,Live,Anonymous,,United States,0,6/16/15 10:03,6/16/15 10:11,1,-0.5,4,1,1,1,1,,1,0,0,54.382,0,1,5,6,6,5,5,1,5,5,4,5,6,5,3,6,1,4,5,3,5,5,4,5,5,6,5,3,4,1,4,5,3,3,2,4,5,3,5,4,5,1,1,1,1,1,1,1,1,1,10,1,1,1,1,3,1,1,23,4,1,unsure,no,1,1,2,3,5.5,4.125,4.5,3.909090909,7,1,0,-0.137082786,-0.513951881
R_9tSNgspTw81fdNH,Live,Anonymous,,United States,0,6/16/15 9:54,6/16/15 10:00,1,0.5,4,1,1,1,1,1,,0,0,61.333,0,1,7,5,5,5,5,1,6,6,6,4,5,2,6,6,1,6,4,1,7,7,7,7,7,6,4,7,2,1,6,6,6,6,2,5,5,5,6,6,6,1,1,1,1,2,1,2,2,1,1,1,,5,,,1,1,22,4,1,To ascertain how people of different groups feel about climate change,n/a,1,1,3,6,5.5,5.375,5.416666667,5.363636364,4,1,0,0.608631738,0.596744625
R_dnFIijMFkLePr8h,Live,Anonymous,,United States,0,6/16/15 10:07,6/16/15 10:14,1,0.5,4,1,1,1,1,1,,0,0,78.925,0,1,5,6,4,5,5,1,6,7,5,4,1,1,5,5,1,7,7,7,7,5,7,6,7,7,1,5,3,1,4,3,5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,,2,5,,2,,8,1,2,27,6,1,See how people felt about recycling and the environment after reading how damaging humans are to the earth.,No,1,1,7,7,5,5.75,5.75,1.818181818,4,1,0,0.879800655,-2.110578109
R_1NAe58Bf1zqBZLD,Live,Anonymous,,United States,0,6/22/15 9:20,6/22/15 9:30,1,-0.5,4,1,1,1,1,,1,4.027,79.788,163.843,3,1,7,6,7,6,6,1,7,7,7,6,3,1,7,7,1,7,7,7,7,6,7,7,7,7,7,7,1,1,1,6,6,7,6,7,7,7,7,1,6,1,1,1,1,1,1,1,1,1,1,1,2,10,1,1,1,2,57,5,1,thoughts or knowledge about global warming,"\no"""," but thank you\""	1""",5,7,6.5,6.625,6.416666667,5.545454545,7,1,0,1.42213849,0.735581689,
R_ahZTHtAVpYRstpz,Live,Anonymous,,United States,0,6/22/15 9:03,6/22/15 9:09,1,-0.5,4,1,1,1,1,,1,0,0,59.353,0,1,5,4,5,4,4,1,7,6,7,6,2,2,7,6,1,5,3,5,6,7,7,4,7,5,4,6,3,1,6,7,7,7,2,3,3,7,7,5,6,1,2,1,1,1,1,2,1,,1,2,2,10,,4,1,2,27,3,1,How reading about individual actions influences peoples intentions., ,1,1,6,6,4.5,6.375,5.166666667,5.454545455,5,1,0,0.405255049,0.666163157
R_elGGCZQE6bUE6EJ,Live,Anonymous,,United States,0,6/16/15 10:45,6/16/15 10:53,1,-0.5,4,1,1,1,1,,1,0,0,67.658,0,1,7,6,7,6,3,1,7,7,6,6,2,1,7,7,1,7,1,1,3,7,7,7,7,4,7,7,6,1,7,4,7,7,4,3,3,6,7,7,7,1,2,1,1,2,1,1,1,,3,4,,10,10,2,1,1,23,4,1,I'm not exactly sure. There's the obvious: to get a consensus from the average person regarding attitudes about environmental policy and climate change. I'm not sure what the point of the pessimistic story in the beginning was.,Interesting survey,1,1,6,7,6.5,6.625,5.333333333,5.636363636,5,1,0,0.540839508,0.80500022
R_42ux2JK6smHBhdz,Live,Anonymous,,United States,0,6/22/15 9:19,6/22/15 9:25,1,0.5,4,1,1,1,1,1,,0,0,62.982,0,1,6,5,5,4,4,1,3,5,3,6,5,3,5,4,1,3,3,2,3,1,4,4,2,3,2,2,1,1,3,2,3,5,5,3,4,4,5,3,3,1,2,1,1,2,1,2,2,,4,6,,7,,,1,1,33,4,1,How humans react to climate change,no,1,1,3,5,5,4.25,2.5,3.636363636,3,1,0,-1.764096291,-0.722207476
R_cGidy25JehCVruJ,Live,Anonymous,,United States,0,6/22/15 9:13,6/22/15 9:29,1,0.5,4,1,1,1,1,1,,0,0,96.873,0,1,5,3,5,3,3,1,7,7,7,4,2,3,6,6,1,7,1,6,7,1,7,5,7,7,6,7,1,1,6,5,6,7,5,2,4,5,7,7,5,1,1,1,1,2,1,2,2,3,1,1,,10,,,1,1,71,1,1,Presumably about sacrifice people will make to combat warming.,At my age it will have little impact on me nor I on it. Also feel that questions re a flat rate for recyclables is not rational.,1,1,6,5,4,6,5.166666667,5.363636364,4,1,0,0.405255049,0.596744625
R_brrdnXcN8kYibB3,Live,Anonymous,,Korea,0,6/16/15 10:18,6/16/15 10:28,1,0.5,4,1,1,1,1,1,,0,0,100.206,0,1,6,5,6,4,4,1,5,5,5,4,5,6,4,5,1,5,5,4,4,5,4,5,4,5,4,4,5,1,5,6,6,4,4,5,7,5,6,4,5,1,1,1,1,1,1,1,1,3,3,3,5,5,5,4,1,2,20,3,1,how morality influences environmental decisions,no comment,1,1,3,2,5.25,4.125,4.5,5.181818182,7,0,0,,
R_6SyNrhHDrIkyQHH,Live,Anonymous,,Cambodia,0,6/22/15 8:55,6/22/15 9:00,1,0.5,4,1,1,1,1,1,,41.785,41.984,52.695,2,1,2,3,5,3,3,1,3,4,4,1,5,5,2,4,1,5,1,5,7,7,7,4,5,5,5,2,1,1,4,4,3,6,2,3,4,4,5,5,6,1,2,1,1,2,1,2,2,,5,5,,10,,,1,2,28,6,1,Gauge public opinion and response to global warming theories.,"\The article presented did not cite any sources"""," which leads me to disregard it. \""	1""",3,3,3.25,3,4.5,4.181818182,3,0,0,,,
R_bHQfMkcC3nHmlWl,Live,Anonymous,,United States,0,6/16/15 10:00,6/16/15 10:05,1,-0.5,4,1,1,1,1,,1,0,0,47.975,0,1,7,6,6,6,7,1,6,6,7,5,3,1,5,7,1,5,7,7,7,2,6,5,7,7,3,5,4,1,7,5,7,5,2,5,4,4,6,5,4,1,2,1,1,2,2,2,2,,1,2,,,,,1,2,21,3,1,To bring up the issue of global warming to individuals in a detailed matter and test to see how much they actually care and how much they are willing to help the cause.,I enjoyed this survey. Very important topic.,1,1,5,7,6.25,6,5.416666667,4.909090909,2,1,0,0.608631738,0.249651967
R_bBZjFBYqr6ZFEK9,Live,Anonymous,,United States,0,6/16/15 10:38,6/16/15 10:49,1,0.5,4,1,1,1,1,1,,0,0,70.884,0,1,2,3,2,2,2,1,7,3,5,3,3,6,5,1,1,1,1,7,6,1,7,2,7,7,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,1,1,35,3,1,"\To trick people into thinking that humans cannot adapt to any climate change. And if the government does not bankrupt us in the pursuit of stopping climate change"""," then we will all die horrible deaths as a result.\""	I am a climate expert and I know that climate change is NOT a serious threat and any one individual cannot change global temperature.""",1,5,2,2.25,3.875,3.5,1.272727273,0,1,0,-0.950589538,-2.527089299,
R_aaBAp2D2KKfBR89,Live,Anonymous,,United States,0,6/16/15 10:08,6/16/15 10:15,1,-0.5,4,1,1,1,1,,1,1.866,1.866,49.211,1,1,7,3,7,6,7,1,7,4,6,4,5,5,7,5,1,4,5,7,4,5,7,6,6,7,7,7,4,1,4,4,6,7,1,5,7,7,7,7,7,1,1,2,2,1,2,2,2,4,,,4,,,,1,2,30,3,1,I think this study is about global warming and what people are able to do about this problem.,no,1,1,3,3,5.75,4.875,5.75,5.636363636,2,1,0,0.879800655,0.80500022
R_9uvQtdkIfQ3m3PL,Live,Anonymous,,Philippines,0,6/22/15 9:04,6/22/15 9:13,1,-0.5,4,1,1,1,1,,1,21.441,75.334,80.002,5,1,7,6,6,7,7,1,5,6,6,6,2,6,6,6,1,7,6,5,7,7,7,6,3,7,7,7,5,1,6,2,6,7,6,5,6,6,2,6,6,1,1,1,2,1,1,1,1,2,4,,5,10,9,8,1,1,34,5,1,To see our stance on global warming,"\No"""," none.\""	1""",6,2,6.5,5.375,6.166666667,5.272727273,6,0,0,,,
R_bxXtCtgNrT2vK0l,Live,Anonymous,,United States,0,6/16/15 10:15,6/16/15 10:22,1,0.5,4,1,1,1,1,1,,13.228,16.225,81.523,2,1,6,6,6,4,5,1,6,6,5,5,6,1,6,6,1,5,6,6,5,4,5,6,6,5,4,4,3,1,6,6,5,6,5,6,5,5,6,6,6,1,1,1,1,2,1,1,2,5,5,5,,6,5,,1,1,18,3,1,I think the purpose of this study is to gather peoples opinions and views on global warming.,SAVE THE PLANET PLEASE AND DO WHATEVER YOU CAN TO MAKE IT CHANGE FOR THE BETTER <3,1,1,2,7,5.5,5.375,4.916666667,5.636363636,5,1,0,0.201878361,0.80500022
R_0SrDVPJIJatETZz,Live,Anonymous,,United States,0,6/16/15 10:54,6/16/15 11:00,1,-0.5,4,1,1,1,1,,1,52.725,52.725,53.509,1,1,3,4,4,3,3,1,6,6,6,5,3,2,4,5,1,5,1,1,6,1,6,1,1,1,1,4,1,1,4,4,2,4,1,1,1,1,4,2,1,1,2,1,1,2,1,2,2,,5,5,,5,,,1,1,40,4,1,I'd guess this study is about attitudes towards the environment and things people can do that are more environmentally friendly.,"\No"""," I don't have any comments.\""	1""",5,6,3.5,5.375,2.416666667,2.272727273,3,1,0,-1.831888521,-1.763485451,
R_cYMbiIV2lANDRRj,Live,Anonymous,,United States,0,6/16/15 9:58,6/16/15 10:11,1,-0.5,4,1,1,1,1,,1,0,0,130.383,0,1,4,4,4,4,2,1,7,1,1,1,4,7,4,6,1,7,7,7,4,1,7,2,5,2,1,4,1,1,4,4,4,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,,1,1,,10,,8,1,2,30,6,1,How opinion is affecting by negative news?,No,1,1,4,1,4,3.125,4,2.363636364,4,1,0,-0.543836162,-1.694066919
R_4VCsSH1an9WVjvf,Live,Anonymous,,United States,0,6/16/15 10:46,6/16/15 10:54,1,0.5,4,1,1,1,1,1,,0,0,78,0,1,6,6,5,5,5,1,5,5,5,4,4,3,5,5,1,6,4,5,4,2,7,4,7,4,3,4,2,1,4,4,5,5,2,5,5,5,5,5,5,1,2,1,1,2,1,1,2,,1,2,,10,10,,1,2,33,5,1,To examine views about global warming, ,1,1,4,5,5.5,4.75,4.333333333,4.545454545,4,1,0,-0.272667245,-0.02802216
R_85Gw6Kqnvqgeq1v,Live,Anonymous,,United States,0,6/22/15 9:13,6/22/15 9:20,1,0.5,4,1,1,1,1,1,,2.528,2.528,54.217,1,1,7,7,7,7,7,1,7,7,7,4,1,1,6,7,1,7,5,5,7,3,7,7,5,7,7,5,3,1,7,7,7,7,1,7,1,7,7,7,7,1,1,1,1,2,1,2,1,1,2,1,,5,,1,1,2,32,4,1,What people think about climate change and if they really think it is caused by humans or nature.,"\It is eye opening and makes me realize that there is no time to think about doing my part"""," I need to act now.\""	1""",7,7,7,6.5,5.666666667,5.909090909,5,1,0,0.812008426,1.013255815,
R_efjmI6oFdyRVWXr,Live,Anonymous,,United States,0,6/16/15 10:51,6/16/15 11:05,1,-0.5,4,1,1,1,1,,1,0,0,148.153,0,1,6,7,7,1,1,1,6,6,1,7,1,5,6,5,1,6,6,5,6,1,3,2,1,7,1,7,1,1,5,4,5,7,1,4,4,1,5,1,4,1,2,1,1,2,1,2,1,,3,10,,10,,1,1,2,32,4,1,to see were people stand on global warming issues.,na,1,1,7,3,5.25,5.125,3.833333333,3.727272727,4,1,0,-0.679420621,-0.652788944
R_0OpCJSPBf3oI1SZ,Live,Anonymous,,United States,0,6/16/15 10:18,6/16/15 10:27,1,-0.5,4,1,1,1,1,,1,,,,,1,4,6,5,3,7,1,6,5,6,5,6,3,5,6,1,7,3,4,7,2,7,4,3,5,5,6,2,1,5,5,6,7,1,5,7,6,7,6,7,1,1,1,1,2,1,1,2,8,2,1,,3,2,,1,2,28,5,1,your thoughts about global warming and whether our carbon footprints have anything to do with the overall climate change and how we value those changes if we put forth effort by using recyclable goods,nope,1,1,2,5,4.5,5,4.583333333,5.636363636,5,1,0,-0.069290556,0.80500022
R_8c8o9iIyrHETkVf,Live,Anonymous,,United States,0,6/16/15 9:49,6/16/15 9:58,1,0.5,4,1,1,1,1,1,,0,0,55.32,0,1,5,5,5,5,4,1,6,6,7,6,5,2,6,6,1,7,6,7,7,6,4,7,7,7,6,7,2,1,7,7,6,4,4,4,4,4,7,2,6,1,1,1,1,2,1,2,2,1,1,5,,5,,,1,2,35,2,1,no idea - about your belief in global warming and your willingness to do something about it,"\none"""," thanks\""	1""",3,6,5,5.75,6.083333333,5,4,1,0,1.150969573,0.319070499,
R_3IZcF34dNu1bjq5,Live,Anonymous,,United States,0,6/22/15 9:15,6/22/15 9:25,1,0.5,4,1,1,1,1,1,,3.853,12.892,53.487,3,1,7,7,7,7,7,1,7,7,7,7,1,1,7,7,1,7,7,7,7,7,7,7,7,7,5,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,2,2,5,,10,5,6,1,1,27,2,1,To  understand how people form attitudes about important social issues such as climate change.,No,1,1,7,7,7,7,6.833333333,7,6,1,0,1.761099637,1.846278195
R_06ckjgSGrMY1GSx,Live,Anonymous,,United States,0,6/16/15 10:09,6/16/15 10:16,1,0.5,4,1,1,1,1,1,,0,0,46.292,0,1,7,7,7,7,6,1,6,6,6,6,6,2,6,6,1,6,6,6,6,5,6,6,6,6,6,6,5,1,6,6,6,6,1,4,6,6,6,5,6,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,2,30,4,1,YOUR THOUGHTS ON MORALS AND CLIMATE CHANGE,NONE,1,1,2,6,7,5.5,5.833333333,5.272727273,7,1,0,0.947592884,0.527326094
R_71x0RMcu0lwzEe9,Live,Anonymous,,United States,0,6/22/15 8:59,6/22/15 9:08,1,0.5,4,1,1,1,1,1,,0,0,60.353,0,1,5,4,4,4,3,1,7,6,7,6,3,2,7,5,1,5,6,5,4,1,7,3,7,6,4,7,2,1,6,6,4,6,1,4,4,5,5,6,5,1,1,1,1,2,1,1,1,2,2,2,,10,1,6,1,1,26,2,1,Attitudes regarding climate change and policies/behaviors that may combat it,no,1,1,5,6,4.25,6.125,4.75,4.727272727,6,1,0,0.066293902,0.110814904
R_9BvioTiLvH6MMV7,Live,Anonymous,,United States,0,6/16/15 9:57,6/16/15 10:08,1,-0.5,4,1,1,1,1,,1,0,0,272.763,0,1,5,6,6,4,2,1,6,6,6,6,6,2,6,5,1,7,6,4,7,4,7,6,7,7,7,7,2,1,4,4,6,6,5,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,10,5,8,1,1,50,2,1,Studying opinions about environmentally wise practices,none,1,1,2,6,5.25,5.375,5.916666667,5.545454545,7,1,0,1.015385114,0.735581689
R_1BMmG9IRNeT0Cyh,Live,Anonymous,,United States,0,6/16/15 10:27,6/16/15 10:41,1,-0.5,4,1,1,1,1,,1,0,0,181.342,0,1,5,6,4,3,2,1,5,6,5,6,6,2,5,5,1,6,2,1,7,2,7,3,6,3,3,5,1,1,4,5,3,7,5,5,2,5,6,4,6,1,2,1,1,2,1,1,1,,2,3,,5,1,8,1,2,29,2,1,It was about climate change and what we think is responsible,no,1,1,2,6,4.5,5,3.833333333,4.727272727,5,1,0,-0.679420621,0.110814904
R_6hyk2vXylfQkKeV,Live,Anonymous,,United States,0,6/22/15 9:09,6/22/15 9:17,1,0.5,4,1,1,1,1,1,,86.648,86.896,88.325,2,1,7,7,5,3,7,1,7,7,6,6,4,1,5,7,1,7,5,5,7,1,7,4,7,7,1,7,1,1,7,7,7,7,5,6,5,5,7,5,7,1,1,1,1,2,1,1,2,2,1,5,,6,2,,1,2,25,2,1,How people view climate change issues, ,1,1,4,7,5.5,6.125,4.916666667,6.181818182,5,1,0,0.201878361,1.22151141
R_9EojobGtj6OYXf7,Live,Anonymous,,United States,0,6/16/15 10:45,6/16/15 10:57,1,-0.5,4,1,1,1,1,,1,0,0,83.792,0,1,4,6,4,4,1,1,5,6,5,5,4,3,4,5,1,6,6,5,6,2,4,2,5,4,3,4,2,1,5,4,4,4,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,10,1,6,10,3,1,1,1,53,2,1,To promote how global warming is affecting the earth.,No,1,1,4,5,4.5,4.875,4.083333333,3.909090909,7,1,0,-0.476043933,-0.513951881
R_3V09gNfIqMs7f4p,Live,Anonymous,,United States,0,6/16/15 9:49,6/16/15 9:55,1,-0.5,4,1,1,1,1,,1,2.264,52.526,53.54,2,1,5,4,5,4,3,1,5,5,4,4,4,3,4,5,1,4,5,5,4,3,5,5,4,5,3,4,4,1,4,4,5,4,3,4,3,4,4,4,4,1,2,1,1,2,1,2,1,,3,2,,2,,1,1,1,34,2,1,Opinions on the legitimacy of global warming and the impact it may have on the earth.,No,1,1,4,5,4.5,4.5,4.25,3.909090909,4,1,0,-0.340459474,-0.513951881
R_3V0iNrnsUYHwrMp,Live,Anonymous,,United States,0,6/16/15 10:47,6/16/15 10:55,1,-0.5,4,1,1,1,1,,1,0,0,55.29,0,1,4,3,5,4,5,1,7,5,5,4,3,2,5,5,1,7,5,7,7,7,7,4,3,7,2,5,1,1,5,5,5,4,4,4,4,4,4,4,4,1,2,1,2,2,1,2,2,,1,,,5,,,1,2,27,4,1,To evaluate how people view/their concern about global warming & what they may (or may not) do to lighten their own impact,none,1,1,5,6,4,5.25,5.166666667,4.272727273,2,1,0,0.405255049,-0.236277754
R_cT3wYaUny053SKx,Live,Anonymous,,United States,0,6/16/15 10:35,6/16/15 10:43,1,-0.5,4,1,1,1,1,,1,0,0,124.803,0,1,6,5,5,4,2,1,5,6,5,4,5,3,4,5,1,5,1,1,5,1,2,2,5,2,1,4,1,1,4,5,3,6,2,2,1,4,5,2,6,1,2,1,1,2,1,2,1,,5,10,,10,,5,1,2,33,2,1,To see peoples feelings on how global warming relates to the way we use our resources.,no,1,1,3,5,5,4.625,2.5,3.636363636,4,1,0,-1.764096291,-0.722207476
